sample_accession,run_accession,library_layout,organism,Platform,UMI,study_accession,Tissue,Covariate,Age,integration_group,TissueNote,Source,bam10x,Comment,biosample,Donor,Organ,sex,Batch,biosample_title,retina_region,strain,batch
#SRS5054284,SRR9630593,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189848,NA,Eye,NA,NA,Periph_Nuc_R54_C70,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054283,SRR9630592,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189849,NA,Eye,NA,NA,Periph_Nuc_R54_C67,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054282,SRR9630591,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189850,NA,Eye,NA,NA,Periph_Nuc_R54_C64,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054281,SRR9630590,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189851,NA,Eye,NA,NA,Periph_Nuc_R54_C63,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054280,SRR9630589,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189852,NA,Eye,NA,NA,Periph_Nuc_R54_C61,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054279,SRR9630588,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189853,NA,Eye,NA,NA,Periph_Nuc_R54_C45,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054278,SRR9630427,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189854,NA,Eye,NA,NA,Periph_Nuc_R54_C43,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054277,SRR9630426,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189855,NA,Eye,NA,NA,Periph_Nuc_R54_C40,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5054276,SRR9629673,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189439,NA,Eye,NA,NA,Macu_Nuc_R51_C24,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054275,SRR9629672,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189341,NA,Eye,NA,NA,Macu_Nuc_R51_C10,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054274,SRR9629671,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189342,NA,Eye,NA,NA,Macu_Nuc_R50_C56,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054273,SRR9629670,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189485,NA,Eye,NA,NA,Macu_Nuc_R50_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054272,SRR9629669,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189486,NA,Eye,NA,NA,Macu_Nuc_R50_C49,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054271,SRR9629668,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189392,NA,Eye,NA,NA,Macu_Nuc_R50_C3,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054270,SRR9629667,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189393,NA,Eye,NA,NA,Macu_Nuc_R50_C34,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054269,SRR9629666,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189394,NA,Eye,NA,NA,Macu_Nuc_R50_C31,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054268,SRR9628825,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188823,NA,Eye,NA,NA,Mac1cell_R59_C23,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054267,SRR9628824,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188783,NA,Eye,NA,NA,Mac1cell_R59_C20,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054266,SRR9628823,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188785,NA,Eye,NA,NA,Mac1cell_R59_C17,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054265,SRR9628822,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188786,NA,Eye,NA,NA,Mac1cell_R59_C16,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054264,SRR9628821,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188787,NA,Eye,NA,NA,Mac1cell_R59_C13,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054263,SRR9628820,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188788,NA,Eye,NA,NA,Mac1cell_R59_C0,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054262,SRR9628819,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188790,NA,Eye,NA,NA,Mac1cell_R58_C7,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054261,SRR9628818,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188859,NA,Eye,NA,NA,Mac1cell_R58_C70,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054260,SRR9633856,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187864,NA,Eye,NA,NA,Mac1cell_R17_C65,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054259,SRR9633855,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187857,NA,Eye,NA,NA,Mac1cell_R17_C62,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054258,SRR9633854,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187858,NA,Eye,NA,NA,Mac1cell_R17_C58,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054256,SRR9633853,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187865,NA,Eye,NA,NA,Mac1cell_R17_C57,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054257,SRR9633852,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187866,NA,Eye,NA,NA,Mac1cell_R17_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054255,SRR9633851,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187868,NA,Eye,NA,NA,Mac1cell_R17_C53,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054254,SRR9633770,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187869,NA,Eye,NA,NA,Mac1cell_R17_C52,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054253,SRR9633769,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187870,NA,Eye,NA,NA,Mac1cell_R17_C49,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054252,SRR9628129,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188415,NA,Eye,NA,NA,Mac1cell_R38_C56,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054251,SRR9628128,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188304,NA,Eye,NA,NA,Mac1cell_R38_C48,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054250,SRR9628127,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188310,NA,Eye,NA,NA,Mac1cell_R38_C45,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054249,SRR9628126,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188305,NA,Eye,NA,NA,Mac1cell_R38_C43,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054248,SRR9628125,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188307,NA,Eye,NA,NA,Mac1cell_R38_C37,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054247,SRR9628124,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188308,NA,Eye,NA,NA,Mac1cell_R38_C30,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054246,SRR9628123,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188309,NA,Eye,NA,NA,Mac1cell_R38_C20,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054245,SRR9628122,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188311,NA,Eye,NA,NA,Mac1cell_R37_C71,NA,NA,SRP212788_SCRBSeq_P1
#SRS5054244,SRR9633354,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201055,NA,Eye,NA,NA,Per_R66_C65,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054243,SRR9633353,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201056,NA,Eye,NA,NA,Per_R66_C64,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054242,SRR9633352,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201057,NA,Eye,NA,NA,Per_R66_C61,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054241,SRR9633351,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201058,NA,Eye,NA,NA,Per_R66_C43,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054239,SRR9633350,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201059,NA,Eye,NA,NA,Per_R66_C39,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054240,SRR9633349,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201060,NA,Eye,NA,NA,Per_R66_C37,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054238,SRR9633348,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201061,NA,Eye,NA,NA,Per_R66_C36,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054237,SRR9633347,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201062,NA,Eye,NA,NA,Per_R66_C23,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054236,SRR9632425,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201609,NA,Eye,NA,NA,Per_R24_C43,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054235,SRR9632424,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201610,NA,Eye,NA,NA,Per_R24_C40,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054234,SRR9632423,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201611,NA,Eye,NA,NA,Per_R24_C39,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054233,SRR9632422,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201612,NA,Eye,NA,NA,Per_R24_C38,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054232,SRR9632421,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201613,NA,Eye,NA,NA,Per_R24_C37,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054231,SRR9632420,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201614,NA,Eye,NA,NA,Per_R24_C12,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054230,SRR9632419,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201615,NA,Eye,NA,NA,Per_R23_C66,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054229,SRR9632418,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201616,NA,Eye,NA,NA,Per_R23_C64,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054228,SRR9631505,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200252,NA,Eye,NA,NA,Mac_R2_C27,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054227,SRR9631504,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200253,NA,Eye,NA,NA,Mac_R29_C35,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054226,SRR9631503,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200254,NA,Eye,NA,NA,Mac_R29_C31,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054224,SRR9631502,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200255,NA,Eye,NA,NA,Mac_R26_C53,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054225,SRR9631501,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200256,NA,Eye,NA,NA,Mac_R26_C49,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054223,SRR9631500,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200257,NA,Eye,NA,NA,Mac_R26_C24,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054222,SRR9631499,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200258,NA,Eye,NA,NA,Mac_R25_C57,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054221,SRR9631498,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200259,NA,Eye,NA,NA,Mac_R25_C52,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054220,SRR9630153,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199347,NA,Eye,NA,NA,sample_R47_C22,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054219,SRR9630152,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199425,NA,Eye,NA,NA,sample_R47_C21,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054218,SRR9630151,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199426,NA,Eye,NA,NA,sample_R47_C1,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054217,SRR9630150,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199427,NA,Eye,NA,NA,sample_R47_C11,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054216,SRR9630149,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199428,NA,Eye,NA,NA,sample_R47_C10,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054215,SRR9630148,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199429,NA,Eye,NA,NA,sample_R46_C8,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054214,SRR9630147,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199430,NA,Eye,NA,NA,sample_R46_C69,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054213,SRR9630146,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199431,NA,Eye,NA,NA,sample_R46_C68,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054212,SRR9629145,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199842,NA,Eye,NA,NA,sample_R26_C25,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054210,SRR9629144,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199843,NA,Eye,NA,NA,sample_R26_C23,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054211,SRR9629143,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199844,NA,Eye,NA,NA,sample_R26_C11,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054209,SRR9629142,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199845,NA,Eye,NA,NA,sample_R26_C10,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054208,SRR9629141,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199904,NA,Eye,NA,NA,sample_R25_C63,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054207,SRR9629140,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199905,NA,Eye,NA,NA,sample_R25_C61,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054206,SRR9629139,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199906,NA,Eye,NA,NA,sample_R25_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054205,SRR9629138,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199907,NA,Eye,NA,NA,sample_R25_C57,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054204,SRR9628225,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196033,NA,Eye,NA,NA,Per_R55_C8,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054202,SRR9628224,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196049,NA,Eye,NA,NA,Per_R55_C35,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054203,SRR9628223,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196061,NA,Eye,NA,NA,Per_R55_C28,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054201,SRR9628222,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196076,NA,Eye,NA,NA,Per_R54_C57,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054200,SRR9628221,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196089,NA,Eye,NA,NA,Per_R54_C49,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054199,SRR9628220,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196103,NA,Eye,NA,NA,Per_R54_C32,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054198,SRR9628219,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196124,NA,Eye,NA,NA,Per_R54_C2,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054197,SRR9628218,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12196142,NA,Eye,NA,NA,Per_R54_C27,NA,NA,SRP212788_SCRBSeq_P3
#SRS5054196,SRR9633840,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198709,NA,Eye,NA,NA,M_R55_C64,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054195,SRR9633839,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198710,NA,Eye,NA,NA,M_R55_C62,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054194,SRR9633838,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198711,NA,Eye,NA,NA,M_R55_C61,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054193,SRR9633837,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198712,NA,Eye,NA,NA,M_R55_C44,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054192,SRR9633836,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198713,NA,Eye,NA,NA,M_R55_C38,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054191,SRR9633835,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198714,NA,Eye,NA,NA,M_R55_C22,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054190,SRR9633834,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198715,NA,Eye,NA,NA,M_R55_C21,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054189,SRR9633833,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12198716,NA,Eye,NA,NA,M_R54_C69,NA,NA,SRP212788_SCRBSeq_P2
#SRS5054188,SRR9632938,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191121,NA,Eye,NA,NA,Macular_R6_C51,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054187,SRR9632937,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191122,NA,Eye,NA,NA,Macular_R6_C46,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054186,SRR9632936,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191123,NA,Eye,NA,NA,Macular_R6_C40,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054185,SRR9632935,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191124,NA,Eye,NA,NA,Macular_R6_C35,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054184,SRR9632934,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191125,NA,Eye,NA,NA,Macular_R6_C28,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054183,SRR9632933,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191126,NA,Eye,NA,NA,Macular_R6_C27,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054182,SRR9632932,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191183,NA,Eye,NA,NA,Macular_R6_C19,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054180,SRR9632931,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191184,NA,Eye,NA,NA,Macular_R6_C12,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054181,SRR9632193,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191227,NA,Eye,NA,NA,Macular_R47_C71,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054179,SRR9632192,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191228,NA,Eye,NA,NA,Macular_R47_C65,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054178,SRR9632191,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191229,NA,Eye,NA,NA,Macular_R47_C64,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5054177,SRR9632190,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191230,NA,Eye,NA,NA,Macular_R47_C59,Macula,NA,SRP212788_SCRBSeq_P2
